episode,time_h,completed,attempts,errors,err_rate,mp_r,mp_h,w_hat_r,w_h,wage_parity,prod_parity,profit,lambda_dual,err_target,reward,novelty,causal_gain,data_value,cumulative_data_value
166,1.0,93,100,7,0.07,93.0,60.0,21.39,18.0,1.188333,1.55,21.29,0.022309,0.06,21.289787,0.021628,92.808081,27.842424,4619.435214
167,1.0,93,98,5,0.05102,93.0,60.0,23.155102,18.0,1.286395,1.55,23.055102,0.021411,0.06,23.055102,0.025271,92.919192,27.875758,4647.310972
168,1.0,97,103,6,0.058252,97.0,60.0,23.449515,18.0,1.302751,1.616667,23.349515,0.021236,0.06,23.349515,0.053886,97.161616,29.148485,4676.459457
169,1.0,85,88,3,0.034091,85.0,60.0,22.602273,18.0,1.255682,1.416667,22.502273,0.018645,0.06,22.502273,0.08789,84.929293,25.478788,4701.938245
170,1.0,122,129,7,0.054264,122.0,60.0,29.979845,18.0,1.665547,2.033333,29.879845,0.018071,0.06,29.879845,0.302641,122.090909,36.627273,4738.565517
171,1.0,88,93,5,0.053763,88.0,60.0,21.668817,18.0,1.203823,1.466667,21.568817,0.017448,0.06,21.568817,0.044737,87.606061,26.281818,4764.847336
172,1.0,104,110,6,0.054545,104.0,60.0,25.527273,18.0,1.418182,1.733333,25.427273,0.016902,0.06,25.427273,0.121049,103.969697,31.190909,4796.038245
173,1.0,102,108,6,0.055556,102.0,60.0,24.933333,18.0,1.385185,1.7,24.833333,0.016458,0.06,24.833333,0.101352,101.828283,30.548485,4826.58673
174,1.0,85,90,5,0.055556,85.0,60.0,20.777778,18.0,1.154321,1.416667,20.677778,0.016013,0.06,20.677778,0.072303,84.848485,25.454545,4852.041275
175,1.0,80,84,4,0.047619,80.0,60.0,20.190476,18.0,1.121693,1.333333,20.090476,0.014775,0.06,20.090476,0.121341,80.131313,24.039394,4876.080669
176,1.0,98,103,5,0.048544,98.0,60.0,24.642718,18.0,1.36904,1.633333,24.542718,0.01363,0.06,24.542718,0.067553,98.10101,29.430303,4905.510972
177,1.0,93,98,5,0.05102,93.0,60.0,23.155102,18.0,1.286395,1.55,23.055102,0.012732,0.06,23.055102,0.02249,93.070707,27.921212,4933.432184
178,1.0,88,93,5,0.053763,88.0,60.0,21.668817,18.0,1.203823,1.466667,21.568817,0.012108,0.06,21.568817,0.038175,87.929293,26.378788,4959.810972
179,1.0,95,101,6,0.059406,95.0,60.0,22.856436,18.0,1.269802,1.583333,22.756436,0.012048,0.06,22.756436,0.03506,94.989899,28.49697,4988.307942
180,1.0,81,85,4,0.047059,81.0,60.0,20.488235,18.0,1.138235,1.35,20.388235,0.010754,0.06,20.388235,0.110355,80.989899,24.29697,5012.604911
181,1.0,81,89,8,0.089888,81.0,60.0,17.019101,18.0,0.945506,1.35,16.919101,0.013743,0.06,16.91878,0.125523,81.222222,24.366667,5036.971578
182,1.0,87,92,5,0.054348,87.0,60.0,21.371739,18.0,1.187319,1.45,21.271739,0.013178,0.06,21.271739,0.045841,87.050505,26.115152,5063.08673
183,1.0,87,94,7,0.074468,87.0,60.0,19.621277,18.0,1.090071,1.45,19.521277,0.014625,0.06,19.521086,0.055587,87.111111,26.133333,5089.220063
184,1.0,102,110,8,0.072727,102.0,60.0,23.181818,18.0,1.287879,1.7,23.081818,0.015897,0.06,23.081632,0.106655,102.292929,30.687879,5119.907942
185,1.0,78,82,4,0.04878,78.0,60.0,19.595122,18.0,1.088618,1.3,19.495122,0.014776,0.06,19.495122,0.140586,78.050505,23.415152,5143.323093
186,1.0,84,90,6,0.066667,84.0,60.0,19.6,18.0,1.088889,1.4,19.5,0.015442,0.06,19.499901,0.077754,84.010101,25.20303,5168.526123
187,1.0,74,79,5,0.063291,74.0,60.0,17.516456,18.0,0.973136,1.233333,17.416456,0.015771,0.06,17.416405,0.177574,74.212121,22.263636,5190.78976
188,1.0,86,90,4,0.044444,86.0,60.0,21.977778,18.0,1.220988,1.433333,21.877778,0.014216,0.06,21.877778,0.059594,86.070707,25.821212,5216.610972
189,1.0,94,99,5,0.050505,94.0,60.0,23.452525,18.0,1.302918,1.566667,23.352525,0.013266,0.06,23.352525,0.03166,94.111111,28.233333,5244.844305
190,1.0,102,109,7,0.06422,102.0,60.0,24.049541,18.0,1.336086,1.7,23.949541,0.013688,0.06,23.949485,0.103704,102.030303,30.609091,5275.453396
191,1.0,80,84,4,0.047619,80.0,60.0,20.190476,18.0,1.121693,1.333333,20.090476,0.01245,0.06,20.090476,0.119947,79.818182,23.945455,5299.398851
192,1.0,87,91,4,0.043956,87.0,60.0,22.275824,18.0,1.237546,1.45,22.175824,0.010846,0.06,22.175824,0.053204,87.121212,26.136364,5325.535214
193,1.0,85,90,5,0.055556,85.0,60.0,20.777778,18.0,1.154321,1.416667,20.677778,0.010401,0.06,20.677778,0.061704,85.121212,25.536364,5351.071578
194,1.0,90,96,6,0.0625,90.0,60.0,21.375,18.0,1.1875,1.5,21.275,0.010651,0.06,21.274974,0.012393,89.969697,26.990909,5378.062487
195,1.0,105,111,6,0.054054,105.0,60.0,25.824324,18.0,1.434685,1.75,25.724324,0.010057,0.06,25.724324,0.14493,105.20202,31.560606,5409.623093
196,1.0,93,99,6,0.060606,93.0,60.0,22.263636,18.0,1.236869,1.55,22.163636,0.010117,0.06,22.16363,0.021008,93.121212,27.936364,5437.559457
197,1.0,84,88,4,0.045455,84.0,60.0,21.381818,18.0,1.187879,1.4,21.281818,0.008663,0.06,21.281818,0.070332,84.010101,25.20303,5462.762487
198,1.0,82,88,6,0.068182,82.0,60.0,19.009091,18.0,1.056061,1.366667,18.909091,0.009481,0.06,18.90902,0.089132,81.979798,24.593939,5487.356426
199,1.0,104,108,4,0.037037,104.0,60.0,27.348148,18.0,1.519342,1.733333,27.248148,0.007185,0.06,27.248148,0.138645,104.090909,31.227273,5518.583699
200,1.0,101,109,8,0.073394,101.0,60.0,22.887156,18.0,1.271509,1.683333,22.787156,0.008524,0.06,22.78706,0.103467,100.838384,30.251515,5548.835214
201,1.0,85,96,11,0.114583,85.0,60.0,15.760417,18.0,0.875579,1.416667,15.660417,0.013982,0.06,15.659951,0.129235,84.818182,25.445455,5574.280669
202,1.0,77,82,5,0.060976,77.0,60.0,18.404878,18.0,1.022493,1.283333,18.304878,0.01408,0.06,18.304864,0.145857,77.171717,23.151515,5597.432184
203,1.0,85,91,6,0.065934,85.0,60.0,19.895604,18.0,1.105311,1.416667,19.795604,0.014673,0.06,19.795521,0.065859,85.171717,25.551515,5622.983699
204,1.0,94,99,5,0.050505,94.0,60.0,23.452525,18.0,1.302918,1.566667,23.352525,0.013724,0.06,23.352525,0.031719,94.040404,28.212121,5651.19582
205,1.0,86,91,5,0.054945,86.0,60.0,21.074725,18.0,1.170818,1.433333,20.974725,0.013218,0.06,20.974725,0.057279,85.989899,25.79697,5676.99279
206,1.0,91,97,6,0.061856,91.0,60.0,21.671134,18.0,1.203952,1.516667,21.571134,0.013404,0.06,21.571109,0.006917,90.989899,27.29697,5704.28976
207,1.0,100,106,6,0.056604,100.0,60.0,24.339623,18.0,1.352201,1.666667,24.239623,0.013064,0.06,24.239623,0.085795,99.909091,29.972727,5734.262487
208,1.0,101,108,7,0.064815,101.0,60.0,23.753704,18.0,1.31965,1.683333,23.653704,0.013546,0.06,23.653641,0.091641,101.161616,30.348485,5764.610972
209,1.0,88,93,5,0.053763,88.0,60.0,21.668817,18.0,1.203823,1.466667,21.568817,0.012922,0.06,21.568817,0.04107,87.878788,26.363636,5790.974608
210,1.0,76,82,6,0.073171,76.0,60.0,17.239024,18.0,0.957724,1.266667,17.139024,0.014239,0.06,17.138854,0.160567,76.060606,22.818182,5813.79279
211,1.0,107,113,6,0.053097,107.0,60.0,26.418584,18.0,1.467699,1.783333,26.318584,0.013549,0.06,26.318584,0.157687,107.212121,32.163636,5845.956426
212,1.0,95,104,9,0.086538,95.0,60.0,20.278846,18.0,1.126603,1.583333,20.178846,0.016203,0.06,20.178487,0.065137,94.89899,28.469697,5874.426123
213,1.0,111,120,9,0.075,111.0,60.0,24.975,18.0,1.3875,1.85,24.875,0.017703,0.06,24.874757,0.196406,111.050505,33.315152,5907.741275
214,1.0,100,105,5,0.047619,100.0,60.0,25.238095,18.0,1.402116,1.666667,25.138095,0.016465,0.06,25.138095,0.086228,99.939394,29.981818,5937.723093
215,1.0,90,97,7,0.072165,90.0,60.0,20.505155,18.0,1.139175,1.5,20.405155,0.017681,0.06,20.404954,0.031258,89.969697,26.990909,5964.714002
216,1.0,79,84,5,0.059524,79.0,60.0,18.997619,18.0,1.055423,1.316667,18.897619,0.017634,0.06,18.897619,0.125201,79.040404,23.712121,5988.426123
217,1.0,81,85,4,0.047059,81.0,60.0,20.488235,18.0,1.138235,1.35,20.388235,0.01634,0.06,20.388235,0.105178,81.131313,24.339394,6012.765517
218,1.0,91,96,5,0.052083,91.0,60.0,22.560417,18.0,1.253356,1.516667,22.460417,0.015548,0.06,22.460417,0.013805,90.989899,27.29697,6040.062487
219,1.0,84,88,4,0.045455,84.0,60.0,21.381818,18.0,1.187879,1.4,21.281818,0.014093,0.06,21.281818,0.073841,84.050505,25.215152,6065.277639
220,1.0,77,82,5,0.060976,77.0,60.0,18.404878,18.0,1.022493,1.283333,18.304878,0.014191,0.06,18.304864,0.138651,77.131313,23.139394,6088.417032
221,1.0,100,108,8,0.074074,100.0,60.0,22.592593,18.0,1.255144,1.666667,22.492593,0.015598,0.06,22.492393,0.104701,100.272727,30.081818,6118.498851
222,1.0,96,101,5,0.049505,96.0,60.0,24.047525,18.0,1.335974,1.6,23.947525,0.014549,0.06,23.947525,0.061434,96.060606,28.818182,6147.317032
223,1.0,94,100,6,0.06,94.0,60.0,22.56,18.0,1.253333,1.566667,22.46,0.014549,0.06,22.46,0.039611,93.919192,28.175758,6175.49279
224,1.0,117,123,6,0.04878,117.0,60.0,29.392683,18.0,1.632927,1.95,29.292683,0.013427,0.06,29.292683,0.272065,117.060606,35.118182,6210.610972
225,1.0,81,86,5,0.05814,81.0,60.0,19.590698,18.0,1.088372,1.35,19.490698,0.013241,0.06,19.490698,0.095238,80.767677,24.230303,6234.841275
226,1.0,109,115,6,0.052174,109.0,60.0,27.013043,18.0,1.500725,1.816667,26.913043,0.012458,0.06,26.913043,0.185212,109.222222,32.766667,6267.607942
227,1.0,106,112,6,0.053571,106.0,60.0,26.121429,18.0,1.45119,1.766667,26.021429,0.011815,0.06,26.021429,0.152903,105.737374,31.721212,6299.329154
228,1.0,83,88,5,0.056818,83.0,60.0,20.184091,18.0,1.121338,1.383333,20.084091,0.011497,0.06,20.084091,0.080424,82.919192,24.875758,6324.204911
229,1.0,92,95,3,0.031579,92.0,60.0,24.694737,18.0,1.37193,1.533333,24.594737,0.008655,0.06,24.594737,0.057619,91.969697,27.590909,6351.79582
230,1.0,97,102,5,0.04902,97.0,60.0,24.345098,18.0,1.352505,1.616667,24.245098,0.007557,0.06,24.245098,0.064765,96.919192,29.075758,6380.871578
231,1.0,110,119,9,0.07563,110.0,60.0,24.680672,18.0,1.371148,1.833333,24.580672,0.00912,0.06,24.580554,0.190992,109.949495,32.984848,6413.856426
232,1.0,77,82,5,0.060976,77.0,60.0,18.404878,18.0,1.022493,1.283333,18.304878,0.009218,0.06,18.304869,0.147649,76.747475,23.024242,6436.880669
233,1.0,96,103,7,0.067961,96.0,60.0,22.275728,18.0,1.23754,1.6,22.175728,0.010014,0.06,22.175655,0.047727,96.030303,28.809091,6465.68976
234,1.0,85,92,7,0.076087,85.0,60.0,19.032609,18.0,1.057367,1.416667,18.932609,0.011622,0.06,18.932448,0.075498,84.959596,25.487879,6491.177638
235,1.0,90,96,6,0.0625,90.0,60.0,21.375,18.0,1.1875,1.5,21.275,0.011872,0.06,21.274971,0.015525,90.060606,27.018182,6518.19582
236,1.0,82,89,7,0.078652,82.0,60.0,18.150562,18.0,1.008365,1.366667,18.050562,0.013738,0.06,18.05034,0.103791,81.888889,24.566667,6542.762487
237,1.0,84,91,7,0.076923,84.0,60.0,18.738462,18.0,1.041026,1.4,18.638462,0.01543,0.06,18.638229,0.083476,84.20202,25.260606,6568.023093
238,1.0,95,103,8,0.07767,95.0,60.0,21.121359,18.0,1.173409,1.583333,21.021359,0.017197,0.06,21.021087,0.047776,94.939394,28.481818,6596.504911
239,1.0,80,85,5,0.058824,80.0,60.0,19.294118,18.0,1.071895,1.333333,19.194118,0.017079,0.06,19.194118,0.119852,79.818182,23.945455,6620.450366
240,1.0,73,79,6,0.075949,73.0,60.0,16.355696,18.0,0.90865,1.216667,16.255696,0.018674,0.06,16.255424,0.189451,73.181818,21.954545,6642.404911
241,1.0,102,110,8,0.072727,102.0,60.0,23.181818,18.0,1.287879,1.7,23.081818,0.019947,0.06,23.081581,0.111301,102.262626,30.678788,6673.083699
242,1.0,84,92,8,0.086957,84.0,60.0,17.895652,18.0,0.994203,1.4,17.795652,0.022643,0.06,17.795114,0.091146,83.969697,25.190909,6698.274608
243,1.0,94,99,5,0.050505,94.0,60.0,23.452525,18.0,1.302918,1.566667,23.352525,0.021693,0.06,23.352525,0.034454,94.090909,28.227273,6726.501881
244,1.0,90,97,7,0.072165,90.0,60.0,20.505155,18.0,1.139175,1.5,20.405155,0.02291,0.06,20.404891,0.025977,90.181818,27.054545,6753.556426
245,1.0,90,94,4,0.042553,90.0,60.0,23.170213,18.0,1.287234,1.5,23.070213,0.021165,0.06,23.070213,0.043198,89.959596,26.987879,6780.544305
246,1.0,95,99,4,0.040404,95.0,60.0,24.661616,18.0,1.37009,1.583333,24.561616,0.019205,0.06,24.561616,0.056696,95.262626,28.578788,6809.123093
247,1.0,94,102,8,0.078431,94.0,60.0,20.827451,18.0,1.157081,1.566667,20.727451,0.021048,0.06,20.727097,0.042068,93.757576,28.127273,6837.250366
248,1.0,84,92,8,0.086957,84.0,60.0,17.895652,18.0,0.994203,1.4,17.795652,0.023744,0.06,17.795085,0.090573,83.818182,25.145455,6862.39582
249,1.0,76,83,7,0.084337,76.0,60.0,16.390361,18.0,0.910576,1.266667,16.290361,0.026178,0.06,16.289784,0.162388,76.070707,22.821212,6885.217032
250,1.0,102,107,5,0.046729,102.0,60.0,25.833645,18.0,1.435202,1.7,25.733645,0.024851,0.06,25.733645,0.114221,102.060606,30.618182,6915.835214
251,1.0,133,139,6,0.043165,133.0,60.0,34.158993,18.0,1.897722,2.216667,34.058993,0.023167,0.06,34.058993,0.420725,132.777778,39.833333,6955.668548
252,1.0,95,103,8,0.07767,95.0,60.0,21.121359,18.0,1.173409,1.583333,21.021359,0.024934,0.06,21.02095,0.043074,94.50505,28.351515,6984.020063
253,1.0,97,103,6,0.058252,97.0,60.0,23.449515,18.0,1.302751,1.616667,23.349515,0.024759,0.06,23.349515,0.046269,96.939394,29.081818,7013.101881
254,1.0,99,106,7,0.066038,99.0,60.0,23.162264,18.0,1.286792,1.65,23.062264,0.025363,0.06,23.062115,0.063709,98.818182,29.645455,7042.747335
255,1.0,86,93,7,0.075269,86.0,60.0,19.326882,18.0,1.073716,1.433333,19.226882,0.02689,0.06,19.226494,0.072572,85.989899,25.79697,7068.544305
256,1.0,95,100,5,0.05,95.0,60.0,23.75,18.0,1.319444,1.583333,23.65,0.02589,0.06,23.65,0.033786,95.040404,28.512121,7097.056426
257,1.0,97,106,9,0.084906,97.0,60.0,20.864151,18.0,1.159119,1.616667,20.764151,0.028381,0.06,20.763506,0.061012,96.818182,29.045455,7126.101881
258,1.0,96,101,5,0.049505,96.0,60.0,24.047525,18.0,1.335974,1.6,23.947525,0.027331,0.06,23.947525,0.041944,96.020202,28.806061,7154.907941
259,1.0,99,105,6,0.057143,99.0,60.0,24.042857,18.0,1.335714,1.65,23.942857,0.027045,0.06,23.942857,0.063993,98.979798,29.693939,7184.601881
260,1.0,99,105,6,0.057143,99.0,60.0,24.042857,18.0,1.335714,1.65,23.942857,0.02676,0.06,23.942857,0.061853,99.040404,29.712121,7214.314002
261,1.0,101,107,6,0.056075,101.0,60.0,24.636449,18.0,1.368692,1.683333,24.536449,0.026367,0.06,24.536449,0.077277,100.989899,30.29697,7244.610972
262,1.0,91,100,9,0.09,91.0,60.0,19.11,18.0,1.061667,1.516667,19.01,0.029367,0.06,19.009209,0.059345,90.858586,27.257576,7271.868547
263,1.0,95,101,6,0.059406,95.0,60.0,22.856436,18.0,1.269802,1.583333,22.756436,0.029308,0.06,22.756436,0.01931,95.151515,28.545455,7300.414002
264,1.0,90,99,9,0.090909,90.0,60.0,18.818182,18.0,1.045455,1.5,18.718182,0.032399,0.06,18.717276,0.06393,90.070707,27.021212,7327.435214
265,1.0,89,93,4,0.043011,89.0,60.0,22.872043,18.0,1.270669,1.483333,22.772043,0.0307,0.06,22.772043,0.054478,89.080808,26.724242,7354.159457
266,1.0,87,91,4,0.043956,87.0,60.0,22.275824,18.0,1.237546,1.45,22.175824,0.029095,0.06,22.175824,0.067616,87.040404,26.112121,7380.271578
267,1.0,84,91,7,0.076923,84.0,60.0,18.738462,18.0,1.041026,1.4,18.638462,0.030788,0.06,18.637969,0.092737,84.060606,25.218182,7405.48976
268,1.0,90,97,7,0.072165,90.0,60.0,20.505155,18.0,1.139175,1.5,20.405155,0.032004,0.06,20.40478,0.034089,90.131313,27.039394,7432.529154
269,1.0,100,105,5,0.047619,100.0,60.0,25.238095,18.0,1.402116,1.666667,25.138095,0.030766,0.06,25.138095,0.07816,99.949495,29.984848,7462.514002
270,1.0,86,91,5,0.054945,86.0,60.0,21.074725,18.0,1.170818,1.433333,20.974725,0.030261,0.06,20.974725,0.07354,86.222222,25.866667,7488.380669
271,1.0,79,82,3,0.036585,79.0,60.0,20.809756,18.0,1.156098,1.316667,20.709756,0.027919,0.06,20.709756,0.15297,79.020202,23.706061,7512.086729
272,1.0,110,116,6,0.051724,110.0,60.0,27.310345,18.0,1.517241,1.833333,27.210345,0.027092,0.06,27.210345,0.172145,110.252525,33.075758,7545.162487
273,1.0,92,97,5,0.051546,92.0,60.0,22.857732,18.0,1.269874,1.533333,22.757732,0.026246,0.06,22.757732,0.024994,91.919192,27.575758,7572.738244
274,1.0,86,93,7,0.075269,86.0,60.0,19.326882,18.0,1.073716,1.433333,19.226882,0.027773,0.06,19.226481,0.076126,85.929293,25.778788,7598.517032
275,1.0,92,97,5,0.051546,92.0,60.0,22.857732,18.0,1.269874,1.533333,22.757732,0.026928,0.06,22.757732,0.023281,91.939394,27.581818,7626.09885
276,1.0,82,87,5,0.057471,82.0,60.0,19.887356,18.0,1.104853,1.366667,19.787356,0.026675,0.06,19.787356,0.108114,82.060606,24.618182,7650.717032
277,1.0,92,97,5,0.051546,92.0,60.0,22.857732,18.0,1.269874,1.533333,22.757732,0.025829,0.06,22.757732,0.022701,92.111111,27.633333,7678.350366
278,1.0,88,91,3,0.032967,88.0,60.0,23.498901,18.0,1.305495,1.466667,23.398901,0.023126,0.06,23.398901,0.071506,87.959596,26.387879,7704.738244
279,1.0,85,93,8,0.086022,85.0,60.0,18.188172,18.0,1.010454,1.416667,18.088172,0.025728,0.06,18.08757,0.084865,85.070707,25.521212,7730.259457
280,1.0,91,96,5,0.052083,91.0,60.0,22.560417,18.0,1.253356,1.516667,22.460417,0.024937,0.06,22.460417,0.024384,90.959596,27.287879,7757.547335
281,1.0,93,102,9,0.088235,93.0,60.0,19.694118,18.0,1.094118,1.55,19.594118,0.02776,0.06,19.593414,0.050999,92.89899,27.869697,7785.417032
282,1.0,106,111,5,0.045045,106.0,60.0,27.025225,18.0,1.501401,1.766667,26.925225,0.026265,0.06,26.925225,0.150318,105.939394,31.781818,7817.19885
283,1.0,89,94,5,0.053191,89.0,60.0,21.965957,18.0,1.220331,1.483333,21.865957,0.025584,0.06,21.865957,0.036465,88.808081,26.642424,7843.841275
284,1.0,99,107,8,0.074766,99.0,60.0,22.298131,18.0,1.238785,1.65,22.198131,0.02706,0.06,22.197753,0.074917,99.131313,29.739394,7873.580669
285,1.0,103,108,5,0.046296,103.0,60.0,26.131481,18.0,1.451749,1.716667,26.031481,0.02569,0.06,26.031481,0.113483,102.787879,30.836364,7904.417032
286,1.0,99,105,6,0.057143,99.0,60.0,24.042857,18.0,1.335714,1.65,23.942857,0.025404,0.06,23.942857,0.066753,98.808081,29.642424,7934.059456
287,1.0,83,90,7,0.077778,83.0,60.0,18.444444,18.0,1.024691,1.383333,18.344444,0.027182,0.06,18.343993,0.102371,82.747475,24.824242,7958.883699
288,1.0,89,94,5,0.053191,89.0,60.0,21.965957,18.0,1.220331,1.483333,21.865957,0.026501,0.06,21.865957,0.041645,89.030303,26.709091,7985.59279
289,1.0,85,90,5,0.055556,85.0,60.0,20.777778,18.0,1.154321,1.416667,20.677778,0.026057,0.06,20.677778,0.077236,85.050505,25.515152,8011.107941
290,1.0,82,89,7,0.078652,82.0,60.0,18.150562,18.0,1.008365,1.366667,18.050562,0.027922,0.06,18.050076,0.112376,82.171717,24.651515,8035.759456
291,1.0,101,109,8,0.073394,101.0,60.0,22.887156,18.0,1.271509,1.683333,22.787156,0.029262,0.06,22.786782,0.084227,100.979798,30.293939,8066.053396
292,1.0,117,125,8,0.064,117.0,60.0,27.612,18.0,1.534,1.95,27.512,0.029662,0.06,27.511883,0.241238,116.858586,35.057576,8101.110972
293,1.0,76,82,6,0.073171,76.0,60.0,17.239024,18.0,0.957724,1.266667,17.139024,0.030979,0.06,17.138634,0.176972,75.676768,22.70303,8123.814002
294,1.0,86,91,5,0.054945,86.0,60.0,21.074725,18.0,1.170818,1.433333,20.974725,0.030473,0.06,20.974725,0.073119,86.141414,25.842424,8149.656426
295,1.0,91,97,6,0.061856,91.0,60.0,21.671134,18.0,1.203952,1.516667,21.571134,0.030659,0.06,21.571077,0.021011,91.191919,27.357576,8177.014002
296,1.0,91,98,7,0.071429,91.0,60.0,20.8,18.0,1.155556,1.516667,20.7,0.031802,0.06,20.69965,0.028508,91.020202,27.306061,8204.320063
297,1.0,71,76,5,0.065789,71.0,60.0,16.628947,18.0,0.92383,1.183333,16.528947,0.03238,0.06,16.528763,0.220497,70.929293,21.278788,8225.59885
298,1.0,81,86,5,0.05814,81.0,60.0,19.590698,18.0,1.088372,1.35,19.490698,0.032194,0.06,19.490698,0.116094,81.111111,24.333333,8249.932184
299,1.0,88,93,5,0.053763,88.0,60.0,21.668817,18.0,1.203823,1.466667,21.568817,0.031571,0.06,21.568817,0.0479,88.232323,26.469697,8276.401881
300,1.0,87,96,9,0.09375,87.0,60.0,17.94375,18.0,0.996875,1.45,17.84375,0.034946,0.06,17.842684,0.087106,87.131313,26.139394,8302.541275
301,1.0,90,96,6,0.0625,90.0,60.0,21.375,18.0,1.1875,1.5,21.275,0.035196,0.06,21.274913,0.024619,89.979798,26.993939,8329.535214
302,1.0,81,84,3,0.035714,81.0,60.0,21.407143,18.0,1.189286,1.35,21.307143,0.032767,0.06,21.307143,0.118683,80.868687,24.260606,8353.79582
303,1.0,106,118,12,0.101695,106.0,60.0,21.020339,18.0,1.167797,1.766667,20.920339,0.036937,0.06,20.918973,0.167306,106.040404,31.812121,8385.607941
304,1.0,87,91,4,0.043956,87.0,60.0,22.275824,18.0,1.237546,1.45,22.175824,0.035332,0.06,22.175824,0.058232,86.878788,26.063636,8411.671578
305,1.0,100,111,11,0.099099,100.0,60.0,20.09009,18.0,1.116116,1.666667,19.99009,0.039242,0.06,19.988709,0.114656,99.989899,29.99697,8441.668547
306,1.0,94,98,4,0.040816,94.0,60.0,24.363265,18.0,1.353515,1.566667,24.263265,0.037324,0.06,24.263265,0.049807,93.909091,28.172727,8469.841275
307,1.0,76,84,8,0.095238,76.0,60.0,15.561905,18.0,0.86455,1.266667,15.461905,0.040848,0.06,15.46059,0.168613,76.060606,22.818182,8492.659456
308,1.0,84,90,6,0.066667,84.0,60.0,19.6,18.0,1.088889,1.4,19.5,0.041514,0.06,19.499728,0.071489,84.252525,25.275758,8517.935214
309,1.0,85,92,7,0.076087,85.0,60.0,19.032609,18.0,1.057367,1.416667,18.932609,0.043123,0.06,18.931941,0.064314,85.040404,25.512121,8543.447335
310,1.0,92,99,7,0.070707,92.0,60.0,21.094949,18.0,1.171942,1.533333,20.994949,0.044194,0.06,20.994488,0.020643,91.909091,27.572727,8571.020062
311,1.0,105,110,5,0.045455,105.0,60.0,26.727273,18.0,1.484848,1.75,26.627273,0.042739,0.06,26.627273,0.15,105.151515,31.545455,8602.565517
312,1.0,87,93,6,0.064516,87.0,60.0,20.487097,18.0,1.138172,1.45,20.387097,0.043191,0.06,20.386904,0.035288,86.89899,26.069697,8628.635214
313,1.0,110,119,9,0.07563,110.0,60.0,24.680672,18.0,1.371148,1.833333,24.580672,0.044754,0.06,24.579997,0.197285,110.242424,33.072727,8661.707941
314,1.0,104,111,7,0.063063,104.0,60.0,24.641441,18.0,1.368969,1.733333,24.541441,0.04506,0.06,24.541304,0.1326,103.89899,31.169697,8692.877638
315,1.0,84,91,7,0.076923,84.0,60.0,18.738462,18.0,1.041026,1.4,18.638462,0.046752,0.06,18.637699,0.075871,83.858586,25.157576,8718.035214
316,1.0,86,90,4,0.044444,86.0,60.0,21.977778,18.0,1.220988,1.433333,21.877778,0.045197,0.06,21.877778,0.061881,85.949495,25.784848,8743.820062
317,1.0,82,86,4,0.046512,82.0,60.0,20.786047,18.0,1.15478,1.366667,20.686047,0.043848,0.06,20.686047,0.095067,81.949495,24.584848,8768.404911
318,1.0,98,104,6,0.057692,98.0,60.0,23.746154,18.0,1.319231,1.633333,23.646154,0.043617,0.06,23.646154,0.072075,98.090909,29.427273,8797.832184
319,1.0,102,110,8,0.072727,102.0,60.0,23.181818,18.0,1.287879,1.7,23.081818,0.04489,0.06,23.081263,0.111754,101.858586,30.557576,8828.389759
320,1.0,111,117,6,0.051282,111.0,60.0,27.607692,18.0,1.533761,1.85,27.507692,0.044018,0.06,27.507692,0.200732,110.747475,33.224242,8861.614002
321,1.0,103,110,7,0.063636,103.0,60.0,24.345455,18.0,1.352525,1.716667,24.245455,0.044382,0.06,24.245294,0.114414,102.888889,30.866667,8892.480669
322,1.0,84,90,6,0.066667,84.0,60.0,19.6,18.0,1.088889,1.4,19.5,0.045048,0.06,19.499704,0.080683,83.929293,25.178788,8917.659456
323,1.0,88,96,8,0.083333,88.0,60.0,19.066667,18.0,1.059259,1.466667,18.966667,0.047382,0.06,18.965616,0.052896,88.10101,26.430303,8944.089759
324,1.0,86,94,8,0.085106,86.0,60.0,18.480851,18.0,1.026714,1.433333,18.380851,0.049892,0.06,18.379661,0.068579,86.292929,25.887879,8969.977638
325,1.0,88,97,9,0.092784,88.0,60.0,18.235052,18.0,1.013058,1.466667,18.135052,0.053171,0.06,18.133416,0.066336,87.949495,26.384848,8996.362487
326,1.0,91,96,5,0.052083,91.0,60.0,22.560417,18.0,1.253356,1.516667,22.460417,0.052379,0.06,22.460417,0.026576,91.212121,27.363636,9023.726123
327,1.0,95,102,7,0.068627,95.0,60.0,21.980392,18.0,1.221133,1.583333,21.880392,0.053242,0.06,21.87994,0.035296,95.151515,28.545455,9052.271578
328,1.0,105,113,8,0.070796,105.0,60.0,24.066372,18.0,1.337021,1.75,23.966372,0.054322,0.06,23.965797,0.134421,104.878788,31.463636,9083.735214
329,1.0,104,109,5,0.045872,104.0,60.0,26.429358,18.0,1.468298,1.733333,26.329358,0.052909,0.06,26.329358,0.127294,103.868687,31.160606,9114.89582
330,1.0,91,95,4,0.042105,91.0,60.0,23.468421,18.0,1.303801,1.516667,23.368421,0.051119,0.06,23.368421,0.048493,90.929293,27.278788,9142.174608
331,1.0,91,99,8,0.080808,91.0,60.0,19.946465,18.0,1.108137,1.516667,19.846465,0.0532,0.06,19.845401,0.033825,91.191919,27.357576,9169.532184
